# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
-2.691998690364159064e-01,-5.783323974174674892e-02,1.194272587064272757e-02,1.016276669688880530e+00,1.074092357314495594e+00,2.045680559733466186e+00,-2.173243479234739650e-01,4.371329258012874273e-03,6.568575863635021939e-02
-2.694522020585641275e-01,-5.827969447670282993e-02,1.166258444934693307e-02,1.015997703564694765e+00,1.074092357314495594e+00,2.045715347275205431e+00,-2.694238238112168227e-01,2.059788655608161081e-04,3.579524305788013561e-02
-2.696336171718961561e-01,-5.854813423672190070e-02,1.127070657195523157e-02,1.015648995909462560e+00,1.073987786629817975e+00,2.045785088806251650e+00,-3.459765280518512509e-01,-1.040498424957026213e-01,5.058619008082802793e-02
-2.698981277982254179e-01,-5.877208933286218184e-02,1.098681548617332082e-02,1.015300288254230132e+00,1.073813432802201540e+00,2.045820042795559068e+00,-3.486202702589820124e-01,-1.992009818802576715e-01,1.762055568115708515e-02
-2.701241025867986978e-01,-5.895582295605916040e-02,1.065459251020856209e-02,1.014916709833474817e+00,1.073569337443539107e+00,2.045854830337297869e+00,-3.709422762082764113e-01,-2.809974780485194890e-01,6.390893084656297518e-03
-2.703136862072139102e-01,-5.916820514399536574e-02,1.028453052471034815e-02,1.014498260647195949e+00,1.073290371319353120e+00,2.045889784326605287e+00,-4.106448759280071914e-01,-3.049631537330971809e-01,1.155631594895582120e-02
-2.705370269636792058e-01,-5.926563583750674852e-02,9.959612303208438891e-03,1.014079811460917302e+00,1.072941663664121137e+00,2.045889784326605287e+00,-4.253179225901963512e-01,-3.902730806519687512e-01,3.946194427747620834e-04
-2.706948504705340985e-01,-5.938702735289848322e-02,9.608133167719291184e-03,1.013626491509115546e+00,1.072558085243365600e+00,2.045889784326605287e+00,-4.861753146877101917e-01,-4.224092513371254798e-01,9.015909940372423021e-06
-2.708329214506298155e-01,-5.952151924223722523e-02,9.419333055897044157e-03,1.013103430026267127e+00,1.072139636057086953e+00,2.045820042795559068e+00,-5.193864592503728561e-01,-4.122171119153013041e-01,-6.679540909054990094e-02
-2.708085216851143784e-01,-5.952811841351648287e-02,8.977244994264018882e-03,1.012475756246848935e+00,1.071651445339761644e+00,2.045785172030035959e+00,-6.395983606114938880e-01,-4.762654426001732277e-01,-1.819826744887479558e-02
-2.705964639077798606e-01,-5.950091283704467271e-02,8.683420950306898131e-03,1.011673728639814751e+00,1.071093513091390115e+00,2.045715430498989296e+00,-8.160251539823707434e-01,-5.204517236864044660e-01,-3.754987783858338563e-02
-2.701095434683737917e-01,-5.946343913441735213e-02,8.395639015196496718e-03,1.010627605674118135e+00,1.070500710077495476e+00,2.045645688967942633e+00,-1.079893096675716535e+00,-5.456345472129323637e-01,-6.246638525610338777e-02
-2.694522779846617033e-01,-5.930508296336081675e-02,8.041705171127429622e-03,1.009337387349758863e+00,1.069838165532553953e+00,2.045610818202419523e+00,-1.326494184770181439e+00,-6.380046251466495733e-01,-6.557756771706574339e-02
-2.686389035957738036e-01,-5.920481707610450450e-02,7.636959419874051781e-03,1.007803073666736715e+00,1.069175620987612874e+00,2.045575947436896413e+00,-1.541396720577364654e+00,-6.673944109576620543e-01,-4.584451498372602019e-02
-2.678027549538101182e-01,-5.922888090305476749e-02,7.277669206902757579e-03,1.006129276921622129e+00,1.068547947208194682e+00,2.045541076671373304e+00,-1.674755205694616222e+00,-5.919603730811675568e-01,-5.140941201153741841e-02
-2.670749790912786414e-01,-5.927594717619560916e-02,6.790234241645096321e-03,1.004420609410983989e+00,1.067990014959823153e+00,2.045541076671373304e+00,-1.678906685456390768e+00,-5.374259079779902804e-01,-4.197946374544174464e-03
-2.662916564116848406e-01,-5.951315005973563388e-02,6.488535421397938381e-03,1.002677071134822739e+00,1.067571565773544506e+00,2.045506205905849750e+00,-1.717559971965369137e+00,-3.854627459330131067e-01,-4.372300202160299409e-02
-2.653337858512596625e-01,-5.983609386955695414e-02,6.000762442135776538e-03,1.000828920562091717e+00,1.067292599649358742e+00,2.045506205905849750e+00,-1.853707147380331266e+00,-2.404536245781985770e-01,-1.522301716855189568e-03
-2.642040394551831151e-01,-6.035108358109662896e-02,5.629384755598208431e-03,9.988064161617448145e-01,1.067222858118312079e+00,2.045471335140326641e+00,-2.028662266836326111e+00,-4.489992503458853368e-02,-1.140235194843561457e-02
-2.630518675815827767e-01,-6.082630350528300117e-02,5.381830290753263253e-03,9.966444286993049184e-01,1.067257687271943256e+00,2.045436464374803531e+00,-2.120646047705674775e+00,4.265288286483417957e-02,-8.580164077638882669e-02
-2.621146306155628936e-01,-6.147230588725748068e-02,4.797162219049313191e-03,9.945521827679113525e-01,1.067432041099559470e+00,2.045436464374803531e+00,-2.059447438093494398e+00,2.083015026677627890e-01,-2.975943811856774073e-03
-2.612004797239004805e-01,-6.206160244650161389e-02,4.367172232400569169e-03,9.924948076020410070e-01,1.067676136458222125e+00,2.045436464374803531e+00,-2.008783572480872248e+00,2.734178719148018244e-01,-1.095779823522186655e-04
-2.600531607446652238e-01,-6.248266638251885607e-02,3.937471337939269130e-03,9.903676909051243316e-01,1.067885361051361448e+00,2.045436464374803531e+00,-2.140979005215815967e+00,1.997155822783927559e-01,-1.387063067749603268e-05
-2.589590471437883679e-01,-6.289669130793816565e-02,3.502698667767823078e-03,9.881708326771611040e-01,1.068059714878977440e+00,2.045436464374803531e+00,-2.169415878699284761e+00,1.483997970239284425e-01,-1.387063067749603268e-05
-2.580228032618110401e-01,-6.322775471897587596e-02,3.062652528113951785e-03,9.860437159802444285e-01,1.068164327175547212e+00,2.045436464374803531e+00,-2.100767353350221356e+00,6.796886444586607012e-02,-1.387063067749603268e-05
-2.572859449825697364e-01,-6.352799633154362913e-02,2.583670406917284740e-03,9.840560823454206352e-01,1.068199197941070544e+00,2.045471335140326641e+00,-1.949057330315108638e+00,1.057358176545522555e-02,8.094900063386685149e-03
-2.564745524475633975e-01,-6.366885506870896549e-02,2.099547525945080241e-03,9.821033194761200624e-01,1.068094627256392926e+00,2.045506122682065886e+00,-1.904257967352931624e+00,-1.035463386021095167e-01,1.614888176627475580e-02
-2.554470910653173221e-01,-6.372759291033137929e-02,1.674815737538730680e-03,9.800808150757729376e-01,1.067885402663253380e+00,2.045506122682065886e+00,-2.023951800658248423e+00,-2.214695859014436663e-01,5.541316955659665025e-04
-2.544339878892275530e-01,-6.387393508369963724e-02,1.214668728504711762e-03,9.779885691443793716e-01,1.067641307304590725e+00,2.045506122682065886e+00,-2.077445274929079488e+00,-2.223087590574321648e-01,1.317709914362122961e-05
-2.536468356863440521e-01,-6.388011084122824368e-02,7.481517555640859740e-04,9.759660647440324688e-01,1.067327470414881851e+00,2.045506122682065886e+00,-1.964461359214001446e+00,-3.094149326490394647e-01,0.000000000000000000e+00
-2.528482446413884976e-01,-6.406794913944718894e-02,2.762879530100459391e-04,9.740133018747317850e-01,1.067083375056219197e+00,2.045506122682065886e+00,-1.922115017287139960e+00,-2.585873935944230650e-01,0.000000000000000000e+00
-2.519221750242131019e-01,-6.424717756840216121e-02,-6.150183638334441117e-05,9.720256682399079917e-01,1.066839279697556542e+00,2.045471335140326641e+00,-1.982477227869467118e+00,-2.112698176327469368e-01,-6.100303371962755017e-02
