# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
3.599999999999999867e-01,-2.673394408537963299e-02,-8.564428001831360382e-02,7.535762179796596794e-01,1.400029402660079692e+00,2.191389593112266887e+00,-6.674901183093367996e-01,3.106161292657106721e+00,-2.078912787654758620e+00
3.599999999999999867e-01,-2.859262374277308713e-02,-8.597661796610454876e-02,7.532275103244273629e-01,1.403132900791646875e+00,2.189227605649826991e+00,-2.628144682933899468e-01,3.069184271865503799e+00,-2.136149945145445983e+00
3.599999999999999867e-01,-3.064541064438934537e-02,-8.650008913577206249e-02,7.532972518554738039e-01,1.406341011219783388e+00,2.187100488952910204e+00,1.615859120774900404e-01,3.133808233723491821e+00,-2.105963985133545435e+00
3.599999999999999867e-01,-3.255820486469544750e-02,-8.682914463069656141e-02,7.538202301145380257e-01,1.409479380116873681e+00,2.184938501490470308e+00,5.680099550903351391e-01,3.087847898973608451e+00,-2.163514618877544038e+00
3.599999999999999867e-01,-3.468492242591492136e-02,-8.695240438888783563e-02,7.547618240074492890e-01,1.412687490545010416e+00,2.182602160200414421e+00,9.664764172835008660e-01,3.187454284931775295e+00,-2.279442575953920525e+00
3.599999999999999867e-01,-3.699988112875996632e-02,-8.693460929883420341e-02,7.560171715662853398e-01,1.416069954800763142e+00,2.180126335848265207e+00,1.304261644388756913e+00,3.333595943281407514e+00,-2.429917419327201955e+00
3.599999999999999867e-01,-3.912933885263750189e-02,-8.712817196335484460e-02,7.575165312599999590e-01,1.419417548290992759e+00,2.177615640730593327e+00,1.524088947617985079e+00,3.298873593506431501e+00,-2.464709122255565266e+00
3.599999999999999867e-01,-4.121861390767588007e-02,-8.723905775481038960e-02,7.592600695361612084e-01,1.422730271015699266e+00,2.175104945612921004e+00,1.775359583530028873e+00,3.228497481106486156e+00,-2.539376807787128154e+00
3.599999999999999867e-01,-4.346513783976706929e-02,-8.704117368086645989e-02,7.612128324054618922e-01,1.426077864505928883e+00,2.172385025902109135e+00,1.984193718415807384e+00,3.270978368150919469e+00,-2.714485891243643145e+00
3.599999999999999867e-01,-4.543939092459000489e-02,-8.702822844645566325e-02,7.634795153882555363e-01,1.429285974934065617e+00,2.169560493894728381e+00,2.310368534112465344e+00,3.118748889996934448e+00,-2.769161143248196844e+00
3.599999999999999867e-01,-4.750255132533102997e-02,-8.703249233989245048e-02,7.660599520369741899e-01,1.432424343831155689e+00,2.166701091121823630e+00,2.603945287122405805e+00,3.084079248618532887e+00,-2.804529864412744100e+00
3.599999999999999867e-01,-4.951392774146178705e-02,-8.669342348803110720e-02,7.688496132788321669e-01,1.435492971197199541e+00,2.163702205286826441e+00,2.747028471407650496e+00,3.026195719738274281e+00,-2.974538023437609535e+00
3.599999999999999867e-01,-5.140348838193369713e-02,-8.644891866867551733e-02,7.718135451245221601e-01,1.438456986266673621e+00,2.160598707155259479e+00,2.961186847878985784e+00,2.899400123526080009e+00,-3.068784104170458438e+00
3.599999999999999867e-01,-5.325004413089086397e-02,-8.623835808186036678e-02,7.750566095419662016e-01,1.441281518274054818e+00,2.157425467492645854e+00,3.240376982750227342e+00,2.806843485609749944e+00,-3.126125984922760281e+00
3.599999999999999867e-01,-5.520468610503391493e-02,-8.592113920720415021e-02,7.784739445632422594e-01,1.444140921046959347e+00,2.154217357064509120e+00,3.404279290150859172e+00,2.777506408195312471e+00,-3.225414039906878916e+00
3.560059693551269056e-01,-5.705451614785102959e-02,-8.552434252241809809e-02,7.820655501883503335e-01,1.446895711523294104e+00,2.150869763574279503e+00,3.583458710179685980e+00,2.696072629019266920e+00,-3.326787544213358316e+00
3.498815603625072823e-01,-5.870397225379610923e-02,-8.533460784556640144e-02,7.859013343959051490e-01,1.449476148172012868e+00,2.147522170084049886e+00,3.858106213504047144e+00,2.515749575491081469e+00,-3.321631137258999278e+00
3.436444352782452860e-01,-6.051549470313657281e-02,-8.494963292613375017e-02,7.898766016655528466e-01,1.452021714055208301e+00,2.144104835062774050e+00,3.947141791822893708e+00,2.501296378325130743e+00,-3.393495568330640477e+00
3.368832793889242061e-01,-6.232533336164065851e-02,-8.449183149361123857e-02,7.940610935283397565e-01,1.454532409172880403e+00,2.140582887744927998e+00,4.207330549729033642e+00,2.488926549886939732e+00,-3.472292540614893674e+00
3.298809170307328564e-01,-6.387596388068064734e-02,-8.419190369164140930e-02,7.984548099842661006e-01,1.456903621228459844e+00,2.137060940427082389e+00,4.357177747064159057e+00,2.294314666166331396e+00,-3.468662596566592704e+00
3.225686596311436172e-01,-6.536806249425831938e-02,-8.351248275235323426e-02,8.029880095022854380e-01,1.459100479456422850e+00,2.133399510047143899e+00,4.522580163172562173e+00,2.142523499941755283e+00,-3.616257203479692706e+00
3.150000086129614574e-01,-6.682204989163545439e-02,-8.279459278354231455e-02,8.076606920823975466e-01,1.461157854622293195e+00,2.129633467370635636e+00,4.651536110112776790e+00,2.029547906605083885e+00,-3.753122184032215536e+00
3.071469832363931118e-01,-6.838622518632296587e-02,-8.213673819087427552e-02,8.124728577246026484e-01,1.463215229788163541e+00,2.125797683163080709e+00,4.773610143642351922e+00,2.006039268201329495e+00,-3.838564575474057161e+00
2.990378067042679944e-01,-6.982600975460429016e-02,-8.155071530007249048e-02,8.174245064289005214e-01,1.465167992657464113e+00,2.121892157424479564e+00,4.862246247797687992e+00,1.910644699248384759e+00,-3.866529153982957379e+00
