# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
-1.278500122787740167e-01,-5.471063762751304793e-02,7.119464522506835369e-02,9.904025616706475521e-01,1.400901171798160316e+00,1.843360378167714586e+00,-3.251802914770814956e-01,3.138736468803206003e-01,1.148509026042687786e-01
-1.283195684579058471e-01,-5.609723195817664654e-02,7.224085035808061606e-02,9.898795001877992439e-01,1.401598587108624727e+00,1.843430119698760805e+00,-2.036964532828341168e-01,3.620498148809336847e-01,4.642500087757921862e-02
-1.290312450064419469e-01,-5.722545676080193627e-02,7.307753544109306387e-02,9.897748878912294712e-01,1.401982165529380264e+00,1.843534648771546713e+00,-2.036964532828341168e-01,3.620498148809336847e-01,7.942739244854553349e-02
-1.299542520127792700e-01,-5.841929339020095202e-02,7.394167052443072208e-02,9.897400171257062507e-01,1.402400614715658911e+00,1.843604390302592932e+00,-7.701182211605960004e-02,3.941062294396948107e-01,1.127751627233815057e-01
-1.309037427163761425e-01,-5.965541129937272646e-02,7.499120411887540139e-02,9.897748462793375390e-01,1.402888805432984221e+00,1.843674131833639596e+00,-8.459004118670955877e-03,4.108286617844839617e-01,5.880384522571055483e-02
-1.319908135167823238e-01,-6.092706139437386453e-02,7.579214804154314755e-02,9.899143293414303102e-01,1.403342125384785977e+00,1.843813614895732256e+00,8.509701273797204424e-02,4.790492781771466535e-01,1.170771388280068964e-01
-1.331273051136511731e-01,-6.213067960168122683e-02,7.665290292193543964e-02,9.901235539345696335e-01,1.403795445336587955e+00,1.843953097957825360e+00,1.434334177098509910e-01,4.711499540063125435e-01,1.508333991762950965e-01
-1.343050023453405684e-01,-6.328029713206823059e-02,7.755330261017637228e-02,9.903676492932322883e-01,1.404213894522866823e+00,1.844092581019918242e+00,1.862430387013408462e-01,4.259296174030739457e-01,1.701572683046487233e-01
-1.355063218866142394e-01,-6.436910964236992883e-02,7.840934067662866380e-02,9.905768738863717227e-01,1.404527731412575697e+00,1.844301805613057343e+00,1.947152199191554411e-01,3.173100956306702525e-01,1.996164072690486402e-01
-1.366487728522515765e-01,-6.520065723350725040e-02,7.920776404242464708e-02,9.907860984795110459e-01,1.404702085240191911e+00,1.844545984195504307e+00,2.295936142892530674e-01,1.789651187848587122e-01,2.545323147158570221e-01
-1.376337834943464067e-01,-6.603740765060855944e-02,7.993287207976093600e-02,9.908907107760807076e-01,1.404771826771238352e+00,1.844859737861429094e+00,1.049119021923090034e-01,4.395741568005268052e-02,3.340963328765759743e-01
-1.387535885219134402e-01,-6.684550543673124789e-02,8.078219656408244798e-02,9.909953230726503692e-01,1.404736997617607175e+00,1.845208445516661300e+00,8.628225812936407557e-02,-5.277636266480464911e-02,3.481923613025812991e-01
-1.397537332841488900e-01,-6.747388144644619890e-02,8.131745398456022289e-02,9.909953230726503692e-01,1.404527773024467852e+00,1.845696636233986609e+00,2.975250280322899038e-03,-2.130584354586100571e-01,4.898225970243578753e-01
