# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
1.023109667095315617e-01,-3.320938958720520001e-02,1.389230706738183441e-01,2.332694423838348463e-01,1.300473408703164413e+00,1.973637558162482986e+00,4.308344804700967146e+00,-7.297338799430664463e-03,5.728957460401763235e+00
9.709916363903869918e-02,-3.409207953399163299e-02,1.379967005987803308e-01,2.419523462229020705e-01,1.300438537937641081e+00,1.979670117374217053e+00,4.298128391675457571e+00,-7.316064150845282173e-03,5.993869861585125136e+00
9.881557121151399170e-02,-3.499161425476422782e-02,1.372152014670739439e-01,2.419523462229020705e-01,1.300438537937641081e+00,1.985842326095611954e+00,4.298128391675457571e+00,-7.316064150845282173e-03,6.148709792432614840e+00
9.713043137572598129e-02,-3.591127745150567152e-02,1.364683233752764513e-01,2.463111086895211077e-01,1.300438537937641081e+00,1.992153851431531564e+00,4.297070062554763759e+00,-3.585558030132724523e-04,6.248293985381697446e+00
9.551534569536278274e-02,-3.679171045675953128e-02,1.352882098696295554e-01,2.506350836144011218e-01,1.300403667172117750e+00,1.998709555349897915e+00,4.307086738498518308e+00,-1.431587792224365586e-02,6.499941902448169273e+00
9.050676089334620811e-02,-3.762638178916750259e-02,1.341936621148056841e-01,2.592830334641609280e-01,1.300333925641071531e+00,2.005404742330357148e+00,4.304456173390530438e+00,-5.559903600767509418e-02,6.670031898194031861e+00
8.910431013397994426e-02,-3.852187448569344141e-02,1.331657666131443873e-01,2.636070083890407201e-01,1.300264184110024868e+00,2.012274366362216682e+00,4.207630155351668400e+00,-4.191288471818976208e-02,6.758885771251003760e+00
8.773605989859038778e-02,-3.938418169972839750e-02,1.318208303900871292e-01,2.677915002518276300e-01,1.300194442578978427e+00,2.019318260997907899e+00,4.240664449373192646e+00,-6.714148132595343377e-02,6.957993819905722077e+00
8.650419285015617521e-02,-4.026737762267632026e-02,1.305979791697914061e-01,2.720457336456612030e-01,1.300089830282408876e+00,2.026431897164645779e+00,4.133703161498283762e+00,-5.267718765546056114e-02,7.073526464007789727e+00
8.518207979665870511e-02,-4.108755447534007815e-02,1.293287073016692323e-01,2.762651794977555308e-01,1.299985217985839103e+00,2.033685016393476541e+00,4.196695937188597902e+00,-1.067123100542479858e-01,7.171901137961794959e+00
8.396555470678997157e-02,-4.201001841314110086e-02,1.278497657761944462e-01,2.805542004333281270e-01,1.299915476454792662e+00,2.041077618684400186e+00,4.150006700796613046e+00,-8.822414642421352871e-02,7.334341480889018605e+00
8.257030635310304290e-02,-4.292221876167967576e-02,1.264741384326703577e-01,2.849131293475153370e-01,1.299810864158223112e+00,2.048574750048109738e+00,4.277359202830507634e+00,-6.081716726854909799e-02,7.412692512396991340e+00
8.130437633150366938e-02,-4.378222960511048839e-02,1.249234989101020571e-01,2.893068458034415702e-01,1.299741122627176670e+00,2.056176576932172928e+00,4.298477931568529975e+00,-1.151082028033363347e-01,7.545673716359814875e+00
