# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
-2.497431665088215291e-01,-2.647387763372510694e-02,5.552203523164760124e-02,9.081423841894676885e-01,1.240112071970569829e+00,2.154670677016310876e+00,4.505049766590809135e+00,9.626078983875470396e-02,-1.618147774836687508e-02
-2.588420482567866387e-01,-2.745491217853179497e-02,5.547604205930958821e-02,9.127453252385333560e-01,1.240286425798185821e+00,2.154670677016310876e+00,4.546187976585660984e+00,2.028926502350732186e-01,-5.680023262434625436e-04
-2.677123169663048752e-01,-2.838783935013201865e-02,5.546189167677453152e-02,9.172436539910293618e-01,1.240495650391325366e+00,2.154670677016310876e+00,4.456275774407996160e+00,2.283272257083977241e-01,-2.774126135499206536e-05
-2.768168896059656214e-01,-2.926237908251445169e-02,5.545047929746334259e-02,9.218117242745719198e-01,1.240704874984464690e+00,2.154670677016310876e+00,4.560797218346732684e+00,1.869143772261316616e-01,-1.387063067749603268e-05
-2.856267152815911703e-01,-3.006436830578557845e-02,5.540713592666787757e-02,9.263100530270679256e-01,1.240844358046557572e+00,2.154705506169942275e+00,4.444333161394671272e+00,1.135324991583727683e-01,8.094900063386685149e-03
-2.947575086812414535e-01,-3.077377334243621559e-02,5.519749116721545806e-02,9.309129940761335931e-01,1.240879228812080681e+00,2.154775247700988494e+00,4.585154739347951036e+00,1.278178616931259504e-02,9.145669690360397341e-02
-3.036170160177631971e-01,-3.145389753958002105e-02,5.526312551244572102e-02,9.354810643596760400e-01,1.240844399658449504e+00,2.154810118466512048e+00,4.504627405886679092e+00,-7.624685683419568649e-02,4.672044531100988385e-02
-3.127747355327092915e-01,-3.202414363982462875e-02,5.528669275440504377e-02,9.401537469397882596e-01,1.240670045830833512e+00,2.154844989232035157e+00,4.662688097177484003e+00,-1.850453097423390980e-01,2.383459822467530465e-02
-3.216774061298239840e-01,-3.249335391187232330e-02,5.526767894128643832e-02,9.448264295199003682e-01,1.240356208941124416e+00,2.154879859997558267e+00,4.591782126685658660e+00,-3.045706148849240402e-01,2.304882699679515479e-02
-3.307775162174998451e-01,-3.308036471583746668e-02,5.517121742989915950e-02,9.495688536310590289e-01,1.240042372051415320e+00,2.154914730763081820e+00,4.690611757325885200e+00,-3.133930295273453792e-01,6.178880494750770003e-02
-3.397314535248821543e-01,-3.363821518412140471e-02,5.529057701491525700e-02,9.543112777422175785e-01,1.239693664396183115e+00,2.154914730763081820e+00,4.673354612168477473e+00,-3.338307102991018849e-01,2.129835340529516105e-03
-3.486550678745731768e-01,-3.422214128543474287e-02,5.529631355370100143e-02,9.590537018533762392e-01,1.239344956740950909e+00,2.154914730763081820e+00,4.657845860007970629e+00,-3.348224603925429310e-01,6.796609031973055556e-05
-3.573883705391812660e-01,-3.489546750549617216e-02,5.529961609675648759e-02,9.636915136679651273e-01,1.239031119851241813e+00,2.154914730763081820e+00,4.569759726358998186e+00,-2.772170376573679373e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-3.548248775176077174e-02,5.530431849720063298e-02,9.682595839515076852e-01,1.238717282961532717e+00,2.154914730763081820e+00,4.529134729699213047e+00,-3.120732390183815763e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-3.622660326021258370e-02,5.531053799188878628e-02,9.727230419384803595e-01,1.238473187602870285e+00,2.154914730763081820e+00,4.372704531044548482e+00,-2.445697342317455780e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-3.701881737267301298e-02,5.535837462627862804e-02,9.770818876288835941e-01,1.238298833775254071e+00,2.154879901609450421e+00,4.315490260094479780e+00,-1.834626707820367630e-01,-1.135241767799662765e-02
-3.599999999999999867e-01,-3.778061008489950329e-02,5.556753826222177867e-02,9.814407333192867178e-01,1.238124479947638079e+00,2.154810160078404202e+00,4.283405410742829211e+00,-1.582111876336552703e-01,-9.390139556051263492e-02
-3.599999999999999867e-01,-3.862033363080122350e-02,5.558513103254007076e-02,9.856600959475969592e-01,1.238019867651068306e+00,2.154775289312880648e+00,4.153004837617553235e+00,-1.090391083503979286e-01,-8.865413597521588918e-02
-3.599999999999999867e-01,-3.944409419421004287e-02,5.542605221221636597e-02,9.899143293414303102e-01,1.237950126120021865e+00,2.154775289312880648e+00,4.177621739412439972e+00,-1.051865406797234115e-01,-3.070957631997621798e-03
-3.599999999999999867e-01,-4.037319692417568745e-02,5.547376110637485674e-02,9.939942089076476694e-01,1.237915255354498534e+00,2.154740418547357539e+00,4.045725912300129679e+00,-2.510306740013232285e-02,-1.145714093961172284e-02
-3.599999999999999867e-01,-4.116395416140977703e-02,5.546654755885757626e-02,9.980392177083418082e-01,1.237845513823452093e+00,2.154740418547357539e+00,3.981643598570097087e+00,-6.341097520524087428e-02,-4.043288842490093773e-04
-3.599999999999999867e-01,-4.205396388799646779e-02,5.548204435405681284e-02,1.001909872681419733e+00,1.237810643057928983e+00,2.154740418547357539e+00,3.805089195396988089e+00,-3.108408334826860686e-02,-2.288654061786845570e-05
-3.599999999999999867e-01,-4.283370617409588271e-02,5.549962962855843618e-02,1.005606173826881555e+00,1.237740901526882542e+00,2.154740418547357539e+00,3.668315067475402813e+00,-8.857507338035415512e-02,-1.387063067749603268e-05
-3.599999999999999867e-01,-4.369409287137332454e-02,5.548955399928764964e-02,1.009232733441296936e+00,1.237671159995836101e+00,2.154775247700988494e+00,3.542470996527684601e+00,-6.913261035970796886e-02,5.777811208710972868e-03
-3.599999999999999867e-01,-4.450437790137985739e-02,5.548082343380125736e-02,1.012580326931526553e+00,1.237601418464789660e+00,2.154810118466512048e+00,3.254181727932005330e+00,-1.032529747632804640e-01,1.153342940833795155e-02
-3.599999999999999867e-01,-4.539674129116639395e-02,5.544491482184964876e-02,1.015753566594140178e+00,1.237531676933743219e+00,2.154844989232035157e+00,3.116671763052979216e+00,-5.850562666614440160e-02,3.151199230466936174e-02
-3.599999999999999867e-01,-4.619637761880777960e-02,5.552849325963203631e-02,1.018752452429137367e+00,1.237427064637173446e+00,2.154844989232035157e+00,2.909155338081562903e+00,-8.503528843145718996e-02,1.085376850514064434e-03
-3.599999999999999867e-01,-4.701304518650278874e-02,5.550535153330660859e-02,1.021437501374425683e+00,1.237322452340603895e+00,2.154879859997558267e+00,2.618058653836758065e+00,-9.724144342765368709e-02,1.590822632402020056e-02
-3.599999999999999867e-01,-4.780114863000425179e-02,5.556120485858599689e-02,1.023843584195528233e+00,1.237182969278511013e+00,2.154879859997558267e+00,2.327880205342804043e+00,-1.160576474732109287e-01,5.444222540917193712e-04
-3.599999999999999867e-01,-4.857138261419487874e-02,5.558855102025792722e-02,1.026179925485584565e+00,1.237043486216417909e+00,2.154879859997558267e+00,2.299783855842468583e+00,-1.549460411721726993e-01,1.317709914362122961e-05
-3.599999999999999867e-01,-4.934495812285783628e-02,5.561598997601735483e-02,1.028272171416977798e+00,1.236869132388801917e+00,2.154879859997558267e+00,2.019853722824582309e+00,-1.680329812163902092e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-5.009905141342685386e-02,5.572417893544955730e-02,1.030085451224185711e+00,1.236694778561185704e+00,2.154845030843927312e+00,1.732586719709834355e+00,-2.022982937105425316e-01,-3.113124349257209364e-02
-3.599999999999999867e-01,-5.090401860210403556e-02,5.588189815464979920e-02,1.031654635672730747e+00,1.236520424733569712e+00,2.154810160078404202e+00,1.495860827126212822e+00,-1.871321461277683507e-01,-8.648268874265389872e-02
-3.599999999999999867e-01,-5.159783746240961810e-02,5.574554820020809209e-02,1.033014595528136459e+00,1.236276329374907057e+00,2.154810160078404202e+00,1.357155907414320017e+00,-2.354837776064518107e-01,-2.998136820940767392e-03
-3.599999999999999867e-01,-5.236291489252069969e-02,5.581152749879241676e-02,1.034339684618019062e+00,1.236067104781767734e+00,2.154775289312880648e+00,1.326157128444718225e+00,-2.379208474164878073e-01,-1.145714093961172284e-02
-3.599999999999999867e-01,-5.308993824526137689e-02,5.582202250146336975e-02,1.035560161411331892e+00,1.235788138657581969e+00,2.154775289312880648e+00,1.185353582311320597e+00,-2.302732751924504162e-01,-4.043288842490093773e-04
-3.599999999999999867e-01,-5.370580414979699707e-02,5.589491481172849385e-02,1.036676025908075172e+00,1.235474301767872873e+00,2.154740418547357539e+00,1.086910248735461604e+00,-3.097998426503399960e-01,-1.136143358793700181e-02
-3.599999999999999867e-01,-5.435309968260838148e-02,5.590744387747461491e-02,1.037652407342725347e+00,1.235125594112640668e+00,2.154740418547357539e+00,9.185561624188876007e-01,-3.336594080102348037e-01,-4.001676950457605758e-04
-3.599999999999999867e-01,-5.496919883780564120e-02,5.594201600123973467e-02,1.038454434949759531e+00,1.234742015691885131e+00,2.154740418547357539e+00,7.776756342852296777e-01,-3.642240362396311770e-01,-2.288654061786845570e-05
-3.599999999999999867e-01,-5.550330467235862347e-02,5.601180027152095897e-02,1.039047237963654391e+00,1.234288695740083153e+00,2.154705547781834429e+00,5.598699754772465953e-01,-4.276273825979994281e-01,-8.113625414801303726e-03
-3.599999999999999867e-01,-5.609119989832320879e-02,5.603311907755832710e-02,1.039430816384409928e+00,1.233835375788281397e+00,2.154705547781834429e+00,3.573005109369590815e-01,-4.366523084483122097e-01,-2.864285234902930817e-04
-3.599999999999999867e-01,-5.661325028488031069e-02,5.607032716385947080e-02,1.039674911743072583e+00,1.233347185070956087e+00,2.154670677016310876e+00,2.041500229059882432e-01,-4.862703285078510684e-01,-1.872535141461964403e-05
-3.599999999999999867e-01,-5.722298741011778989e-02,5.629702519094582913e-02,1.039709782508595692e+00,1.232893865119154331e+00,2.154670677016310876e+00,2.533817459011587780e-02,-4.715161386561985135e-01,-8.541118252281733325e-02
-3.599999999999999867e-01,-5.785239811802939808e-02,5.617130233121669924e-02,1.039674953354964515e+00,1.232440545167352353e+00,2.154670677016310876e+00,-6.013126458154692544e-02,-4.357410080128008012e-01,-2.962073181179277707e-03
-3.599999999999999867e-01,-5.854137286719642008e-02,5.620543317297709701e-02,1.039430857996301860e+00,1.232056966746596816e+00,2.154670677016310876e+00,-2.450024979088833987e-01,-3.876217095979653804e-01,-1.095779823522186655e-04
-3.599999999999999867e-01,-5.939763146216549966e-02,5.624570036601024559e-02,1.039117021106592986e+00,1.231778000622411051e+00,2.154670677016310876e+00,-3.370320518594679959e-01,-2.435967094897191765e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-6.014022956518318141e-02,5.630417889823331745e-02,1.038768313451360559e+00,1.231533905263748396e+00,2.154635806250787766e+00,-3.483158099156110077e-01,-2.355406471922295575e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-6.102045767179731239e-02,5.643290451402102614e-02,1.038349864265081912e+00,1.231394422201655514e+00,2.154635806250787766e+00,-4.178042019521968076e-01,-1.607321747592901362e-01,-4.358221512022640576e-02
-3.599999999999999867e-01,-6.191551821463037175e-02,5.639086207043059185e-02,1.037931415078803266e+00,1.231289809905085963e+00,2.154635806250787766e+00,-4.109951093526139632e-01,-9.290062955713131176e-02,-1.513285806914817146e-03
-3.599999999999999867e-01,-6.274524306467661738e-02,5.643051688149991474e-02,1.037512965892524619e+00,1.231185197608516191e+00,2.154635806250787766e+00,-4.165641675696286073e-01,-8.755627555709208365e-02,-5.964371191323293900e-05
-3.599999999999999867e-01,-6.359630786618071518e-02,5.647341378986465987e-02,1.037129387471769082e+00,1.231115456077469750e+00,2.154635806250787766e+00,-4.388729964197793376e-01,-8.218556735876562935e-02,-1.387063067749603268e-05
-3.599999999999999867e-01,-6.433038886338747486e-02,5.651678777576137069e-02,1.036780679816536876e+00,1.230975973015376868e+00,2.154635806250787766e+00,-3.518361759815595291e-01,-1.416371710371152337e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-6.506503830979067093e-02,5.654309138745190755e-02,1.036431972161304671e+00,1.230801619187760654e+00,2.154670635404419166e+00,-3.488290232506783273e-01,-1.725229043666956785e-01,3.111182460962360133e-02
-3.599999999999999867e-01,-6.573762657848009061e-02,5.650742518185748742e-02,1.036118135271595575e+00,1.230557523829098221e+00,2.154705506169942275e+00,-3.249299265933526804e-01,-2.128184735478893808e-01,2.329849834899008765e-02
-3.599999999999999867e-01,-6.630147710309595988e-02,5.653265311840156848e-02,1.035769427616363370e+00,1.230243686939389125e+00,2.154740376935465385e+00,-3.478934492114812427e-01,-3.089572018366821826e-01,3.192048237812161737e-02
-3.599999999999999867e-01,-6.683083243717084787e-02,5.649936175534470834e-02,1.035385849195607832e+00,1.229860108518633588e+00,2.154775247700988494e+00,-3.709200831991923963e-01,-3.864544960264540974e-01,6.209742648008198529e-02
-3.599999999999999867e-01,-6.696231938822357066e-02,5.666394942977383276e-02,1.034479209292003876e+00,1.228953468615029854e+00,2.154775247700988494e+00,-4.894279775815829625e-01,-4.911188074611698151e-01,2.139544782003763128e-03
-3.599999999999999867e-01,-6.782832080641727768e-02,5.669131622185454022e-02,1.034479209292003876e+00,1.228953468615029854e+00,2.154810118466512048e+00,-4.894279775815829625e-01,-4.911188074611698151e-01,8.546458445092568190e-02
-3.599999999999999867e-01,-6.833891356085432245e-02,5.673458852985202583e-02,1.033886406278109238e+00,1.228465277897704766e+00,2.154810118466512048e+00,-6.139231296959147821e-01,-4.997581297786481969e-01,2.947509018967906739e-03
-3.599999999999999867e-01,-6.877650981254701534e-02,5.678522315987911268e-02,1.033188990967644605e+00,1.227907345649333015e+00,2.154810118466512048e+00,-7.116715446748309581e-01,-5.273024281780197553e-01,9.501382014084783310e-05
-3.599999999999999867e-01,-6.918186632755822518e-02,5.683033912219026540e-02,1.032352092595087312e+00,1.227314542635438155e+00,2.154810118466512048e+00,-8.848366592418946963e-01,-5.571693636843382258e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-6.946628060046641795e-02,5.695489286465093420e-02,1.031271098863867364e+00,1.226651998090496853e+00,2.154775289312880648e+00,-1.086698028086096057e+00,-6.534183634870170954e-01,-3.113124349257209364e-02
-3.599999999999999867e-01,-6.977879089359062537e-02,5.712781257334739043e-02,1.029841397477415210e+00,1.225954582780032442e+00,2.154740418547357539e+00,-1.461073978918586702e+00,-6.911887843533726095e-01,-8.648268874265389872e-02
-3.599999999999999867e-01,-6.988878828250152941e-02,5.700548324517944188e-02,1.027993246904684188e+00,1.225117684407475149e+00,2.154740418547357539e+00,-1.876366209655088824e+00,-8.276307106702316396e-01,-2.998136820940767392e-03
-3.599999999999999867e-01,-6.924235158731018025e-02,5.710605509386626477e-02,1.023460047386664851e+00,1.223164921538174355e+00,2.154705547781834429e+00,-2.224000278072901349e+00,-9.329698282874075987e-01,-2.234073130070898458e-02
-3.599999999999999867e-01,-6.929201196106105076e-02,5.710715237519845000e-02,1.020879610737946308e+00,1.222153669338000848e+00,2.154705547781834429e+00,-2.382547134968951763e+00,-9.946109110181998725e-01,-7.816100386769014906e-04
-3.599999999999999867e-01,-6.946046877314909773e-02,5.714959477739143395e-02,1.017950466433995338e+00,1.221212158668873782e+00,2.154705547781834429e+00,-2.575418254539533436e+00,-9.793913615073174261e-01,-3.675717129536448330e-05
-3.599999999999999867e-01,-6.977781822522355348e-02,5.719314963216011460e-02,1.014707485240335494e+00,1.220410131061839598e+00,2.154705547781834429e+00,-2.941871994660572476e+00,-9.058111334208702736e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-7.032637378592548894e-02,5.735343428333387200e-02,1.011394762515628987e+00,1.219817328047944738e+00,2.154670677016310876e+00,-3.200116090145727732e+00,-7.401548847710690548e-01,-4.982816011430287600e-02
-3.599999999999999867e-01,-7.128423805898549681e-02,5.730485618361552680e-02,1.011394762515628987e+00,1.219817328047944738e+00,2.154670677016310876e+00,-3.284640939368252965e+00,-5.726059885653235204e-01,-4.143157383368064467e-03
-3.599999999999999867e-01,-7.197460218317289216e-02,5.733918475858072045e-02,1.004141643286798224e+00,1.219154783503003658e+00,2.154670677016310876e+00,-3.544665330300864614e+00,-3.718799308420751570e-01,-1.504963428508319435e-04
-3.599999999999999867e-01,-7.263562934574172014e-02,5.738069779813555205e-02,1.000410471375813071e+00,1.219015300440910554e+00,2.154670677016310876e+00,-3.682689202046491861e+00,-2.169227931653604502e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-7.345920556667714929e-02,5.742190652068741852e-02,9.965049456372119252e-01,1.218945558909864335e+00,2.154670677016310876e+00,-3.736009986965388219e+00,-1.109123370233937866e-01,-1.387063067749603268e-05
