# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
-3.599999999999999867e-01,-1.061079014047145025e-01,-7.431977409071614804e-02,1.319966125018755321e+00,1.123574015203843812e+00,1.772607594921090879e+00,2.877483139992568217e-01,-1.385551169005756200e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.064699460442509876e-01,-7.441266102075143329e-02,1.320035866549801540e+00,1.123434532141750930e+00,1.772607594921090879e+00,3.795351319129851991e-02,-1.446623555878771283e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.068933201727070292e-01,-7.448928039838313697e-02,1.319722071271984820e+00,1.123329919845181157e+00,1.772607594921090879e+00,-3.248390739624150703e-01,-1.072463293353315833e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.072125784202346832e-01,-7.454962849406714109e-02,1.319059526727043519e+00,1.123190436783088275e+00,1.772607594921090879e+00,-6.740315077368438379e-01,-1.428501576898622560e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.075701540277450990e-01,-7.457626794940812320e-02,1.318118016057916453e+00,1.123050953720995393e+00,1.772572724155567769e+00,-9.701611503229776723e-01,-1.333675010271920813e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.078645685280060218e-01,-7.450444073063285100e-02,1.316932410030126732e+00,1.122876599893379179e+00,1.772572724155567769e+00,-1.228014094023027081e+00,-1.557852143281611978e-01,-4.982816011430287600e-02
-3.599999999999999867e-01,-1.081977942757037375e-01,-7.458990477179144873e-02,1.315572450174721020e+00,1.122737116831286297e+00,1.772537853390044438e+00,-1.357220405846970790e+00,-1.568685105840736393e-01,-4.372300202160299409e-02
-3.599999999999999867e-01,-1.085163116678936612e-01,-7.450600585293032374e-02,1.314073007257222203e+00,1.122562763003670305e+00,1.772537853390044438e+00,-1.512510438659945278e+00,-1.412370033420694559e-01,-1.522301716855189568e-03
-3.599999999999999867e-01,-1.088435434774385341e-01,-7.453220894470719005e-02,1.312468952043153836e+00,1.122423279941577423e+00,1.772502982624521328e+00,-1.622632843266255342e+00,-1.342066741831806076e-01,-1.140235194843561457e-02
-3.599999999999999867e-01,-1.091062881975898013e-01,-7.451695370255249917e-02,1.310585930704899704e+00,1.122248926113961209e+00,1.772502982624521328e+00,-1.910281288724634541e+00,-1.600802551174478616e-01,-4.001676950457605758e-04
-3.599999999999999867e-01,-1.093171583805200991e-01,-7.446420043949295020e-02,1.308389072476936477e+00,1.122039701520821886e+00,1.772502982624521328e+00,-2.238736436104672656e+00,-2.061661190749622952e-01,-2.288654061786845570e-05
-3.599999999999999867e-01,-1.096151744388070282e-01,-7.439447276119497132e-02,1.305913248124787707e+00,1.121865347693205672e+00,1.772502982624521328e+00,-2.485578179641392271e+00,-1.821844921651055160e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.098362584995666441e-01,-7.430850125593506383e-02,1.303297940710545610e+00,1.121656123100066349e+00,1.772502982624521328e+00,-2.610214812188634159e+00,-2.033163980022707207e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.100459429245086856e-01,-7.420631780463575466e-02,1.300508279468687745e+00,1.121446898506927026e+00,1.772502982624521328e+00,-2.774957679808322197e+00,-2.283619022850914282e-01,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.102615402038820275e-01,-7.420496036538272444e-02,1.297474522868167224e+00,1.121202803148264371e+00,1.772537770166260351e+00,-3.022067820048651487e+00,-2.155225529984672317e-01,4.980041885294788501e-02
-3.599999999999999867e-01,-1.103835207987105271e-01,-7.397904963171229864e-02,1.294336153971076930e+00,1.120923837024078606e+00,1.772537770166260351e+00,-3.100568654367940269e+00,-2.642521591631124545e-01,4.124432031953445023e-03
-3.599999999999999867e-01,-1.104243931244261595e-01,-7.382035402575973237e-02,1.291162914308463527e+00,1.120575129368846401e+00,1.772537770166260351e+00,-3.188677674557530484e+00,-3.375577487621450601e-01,1.359321806394611111e-04
-3.599999999999999867e-01,-1.105223002497865842e-01,-7.365322459057721538e-02,1.287780450052710579e+00,1.120226421713614195e+00,1.772537770166260351e+00,-3.379867673690000629e+00,-3.460410264845016348e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-1.104348695000430952e-01,-7.347025069264212505e-02,1.284363115031434521e+00,1.119773101761812217e+00,1.772537770166260351e+00,-3.393990749845826826e+00,-4.587724967212490346e-01,0.000000000000000000e+00
-3.599999999999999867e-01,-1.102752137943505822e-01,-7.323108625331103960e-02,1.280876038479112022e+00,1.119215169513440689e+00,1.772502982624521328e+00,-3.447666622910067424e+00,-5.625664260809518646e-01,-1.135241767799662765e-02
-3.599999999999999867e-01,-1.101005655099336206e-01,-7.303785912991576923e-02,1.277249478864696641e+00,1.118587495734022497e+00,1.772502982624521328e+00,-3.596319558943859462e+00,-6.245279203803943968e-01,-4.001676950457605758e-04
-3.599999999999999867e-01,-1.097577521208721457e-01,-7.277380928245508196e-02,1.273588048484757929e+00,1.117820338892511645e+00,1.772468111858997997e+00,-3.592227029362464297e+00,-7.489391551791273471e-01,-8.122641324741676147e-03
-3.599999999999999867e-01,-1.093688992304893554e-01,-7.254230394207532295e-02,1.269856876573772997e+00,1.116948569754431020e+00,1.772468111858997997e+00,-3.728347157047605887e+00,-8.380135712638714374e-01,-2.864285234902930817e-04
-3.599999999999999867e-01,-1.090494753388221855e-01,-7.227968472669225874e-02,1.266021092366218070e+00,1.116076800616350395e+00,1.772468111858997997e+00,-3.798284957518142768e+00,-8.494415838790603246e-01,-1.872535141461964403e-05
-3.599999999999999867e-01,-1.088243370887708034e-01,-7.197159538180920857e-02,1.262185308158663366e+00,1.115274773009316212e+00,1.772433241093474887e+00,-3.800706769634433879e+00,-8.071167414297488740e-01,-5.796536560125592312e-03
-3.599999999999999867e-01,-1.088183027280364007e-01,-7.168776238445574711e-02,1.258175170123492670e+00,1.114612228464374910e+00,1.772433241093474887e+00,-3.997456811073977878e+00,-6.349718117490149583e-01,-2.094465232301900913e-04
-3.599999999999999867e-01,-1.089889822750166049e-01,-7.134826371708936910e-02,1.254165032088321752e+00,1.114158908512572932e+00,1.772398370327951556e+00,-3.990161552869148309e+00,-4.241486284240834070e-01,-5.801391280862715390e-03
-3.599999999999999867e-01,-1.092121942616830627e-01,-7.099261355161463893e-02,1.250015410991057951e+00,1.113879942388387168e+00,1.772363499562428224e+00,-4.175310198810034734e+00,-2.743527524224649849e-01,-1.155215475975257013e-02
-3.599999999999999867e-01,-1.095093102370870153e-01,-7.062319472842039370e-02,1.245726306831701269e+00,1.113740459326294285e+00,1.772328628796905114e+00,-4.256918054401082507e+00,-1.397375881658321495e-01,-1.629036219918521614e-02
-3.599999999999999867e-01,-1.098301759414568868e-01,-7.029637076485192870e-02,1.241332590375774814e+00,1.113705588560771176e+00,1.772328628796905114e+00,-4.363443110941184422e+00,-4.598322129050097518e-02,-5.728570469805861634e-04
-3.599999999999999867e-01,-1.101167629485787780e-01,-6.992349362287383907e-02,1.236764520092232367e+00,1.113705588560771176e+00,1.772328628796905114e+00,-4.515780086482920730e+00,-2.235252133678485888e-03,-2.774126135499206536e-05
-3.599999999999999867e-01,-1.103529739509766378e-01,-6.953389086307119882e-02,1.232091837512120147e+00,1.113705588560771176e+00,1.772328628796905114e+00,-4.627515645437023650e+00,-1.185938922925910868e-04,-1.387063067749603268e-05
-3.599999999999999867e-01,-1.104770982858664374e-01,-6.931687284582227493e-02,1.227244801104391936e+00,1.113670717795247844e+00,1.772363499562428224e+00,-4.806654147105350994e+00,-7.687242227775076264e-02,8.538274772992844597e-02
-3.599999999999999867e-01,-1.104783723419634905e-01,-6.889744168280689807e-02,1.222293152400093952e+00,1.113496363967631853e+00,1.772433241093474887e+00,-4.905120367221828204e+00,-1.699707083220364234e-01,6.863881590758912077e-02
-3.599999999999999867e-01,-1.103638842458969649e-01,-6.857080787847259773e-02,1.217202020633703086e+00,1.113217397843445866e+00,1.772502982624521328e+00,-5.027039743219348544e+00,-2.966747583717593839e-01,1.060520680339991778e-01
-3.599999999999999867e-01,-1.101547982876177334e-01,-6.810284986225817461e-02,1.212076018101789110e+00,1.112798948657167220e+00,1.772572724155567769e+00,-5.052728151234070708e+00,-4.113515845610256072e-01,8.053565583967746411e-02
-3.599999999999999867e-01,-1.099179785822182176e-01,-6.764638426647698322e-02,1.206775661742258698e+00,1.112310757939842132e+00,1.772642465686613988e+00,-5.223680900208073297e+00,-4.958979332611010427e-01,6.847098127639140996e-02
-3.599999999999999867e-01,-1.095049979068435653e-01,-6.714095876497783166e-02,1.201440434617205399e+00,1.111648213394900830e+00,1.772677253228353234e+00,-5.298389504100135206e+00,-6.254551720411849480e-01,4.834261556874305116e-02
-3.599999999999999867e-01,-1.089807936012132661e-01,-6.654974579537847879e-02,1.195965724430059218e+00,1.110881056553389978e+00,1.772677253228353234e+00,-5.410710403668828050e+00,-7.838487584682494180e-01,1.666556275901148309e-03
-3.599999999999999867e-01,-1.083810646993366988e-01,-6.603341229650439015e-02,1.190351531180819933e+00,1.109974416649786022e+00,1.772677253228353234e+00,-5.580318394998649012e+00,-9.109148319786550818e-01,4.993427043898571968e-05
-3.599999999999999867e-01,-1.075463882128938342e-01,-6.550503335759827461e-02,1.184632725635010875e+00,1.108858552153042742e+00,1.772677253228353234e+00,-5.667477970518365105e+00,-1.117203012603579459e+00,0.000000000000000000e+00
